key,ar,en,fr,ge,ja,ko,po,sp,tu,ta
Popup.SignUp.Button,اشترك,Sign Up,S'inscrire,Registrieren,登録,가입,Cadastrar,Registrarse,Kaydol,Registrati
Popup.SignUp.Error.Failed,فشل التسجيل,Sign up failed,Échec de l'inscription,Registrierung fehlgeschlagen,登録失敗,가입 실패,Falha no cadastro,Error en el registro,Kayıt başarısız,Registrazione fallita
Popup.SignUp.Error.PasswordTooShort,كلمة المرور يجب أن تكون 6 أحرف على الأقل,Password must be at least 6 characters,Le mot de passe doit faire au moins 6 caractères,Passwort muss mindestens 6 Zeichen lang sein,パスワードは6文字以上で入力してください,비밀번호는 6자 이상이어야 합니다,A senha deve ter no mínimo 6 caracteres,La contraseña debe tener al menos 6 caracteres,Parola en az 6 karakter olmalı,La password deve essere di almeno 6 caratteri
Popup.SignUp.Success,تم إنشاء الحساب,Account created,Compte créé,Konto erstellt,アカウント作成完了,계정이 생성되었습니다,Conta criada,Cuenta creada,Hesap oluşturuldu,Account creato
Popup.SignUp.SwitchToSignIn,لديك حساب؟ سجّل الدخول,Already have an account? Sign in,Déjà un compte ? Se connecter,Bereits ein Konto? Anmelden,すでにアカウントをお持ちですか? サインイン,이미 계정이 있나요? 로그인,Já tem uma conta? Entrar,¿Ya tienes cuenta? Inicia sesión,Hesabın var mı? Giriş yap,Hai già un account? Accedi
Popup.SignUp.Title,إنشاء حساب,Create Account,Créer un Compte,Konto erstellen,アカウント作成,계정 만들기,Criar Conta,Crear Cuenta,Hesap Oluştur,Crea Account
Popup.WingReroll.MustUnlockSubstat,يجب فتح إحصائية فرعية واحدة على الأقل,You must unlock at least 1 substat,Tu dois débloquer au moins 1 stat secondaire,Du musst mindestens 1 Sub-Stat freischalten,サブステを少なくとも1つ解放してください,서브스탯을 최소 1개 잠금 해제해야 합니다,Você precisa desbloquear ao menos 1 substat,Debes desbloquear al menos 1 substat,En az 1 substat kilidini açmalısın,Devi sbloccare almeno 1 sub-stat
UI.AutoForge.Label,أوتو,Auto,Auto,Auto,オート,오토,Auto,Auto,Oto,Auto
UI.BattlePass.FreePass,بطاقة مجانية,FREE PASS,PASS GRATUIT,GRATIS-PASS,無料パス,무료 패스,PASSE GRÁTIS,PASE GRATIS,ÜCRETSİZ BİLET,PASS GRATIS
UI.BattlePass.PremiumPass,بطاقة مميزة,PREMIUM PASS,PASS PREMIUM,PREMIUM-PASS,プレミアムパス,프리미엄 패스,PASSE PREMIUM,PASE PREMIUM,PREMIUM BILET,PASS PREMIUM
UI.BattlePass.Title,بطاقة المعركة,Battle Pass,Pass de Combat,Kampfpass,バトルパス,배틀패스,Passe de Batalha,Pase de Batalla,Savaş Bileti,Pass Battaglia
UI.Boost.Label,تسريع x{0}\n+{1},Boost x{0}\n+{1},Boost x{0}\n+{1},Impulso x{0}\n+{1},ブースト x{0}\n+{1},부스트 x{0}\n+{1},Boost x{0}\n+{1},Impulso x{0}\n+{1},Hız x{0}\n+{1},Boost x{0}\n+{1}
UI.Chat.ClanEmpty,لا توجد رسائل بعد. ألقِ التحية على عشيرتك!,No messages yet. Say hi to your clan!,Aucun message pour l'instant. Dis bonjour à ton clan !,Noch keine Nachrichten. Begrüße deinen Clan!,まだメッセージがありません。クランに挨拶しよう！,아직 메시지가 없습니다. 클랜에 인사해 보세요!,Ainda não há mensagens. Diga olá ao seu clã!,Aún no hay mensajes. ¡Saluda a tu clan!,Henüz mesaj yok. Klanına merhaba de!,Ancora nessun messaggio. Saluta il tuo clan!
UI.Chat.ClanTab,العشيرة,Clan,Clan,Clan,クラン,클랜,Clã,Clan,Klan,Clan
UI.Chat.CooldownPlaceholder,رسائل كثيرة جداً ({0}ث),Too many messages ({0}s),Trop de messages ({0}s),Zu viele Nachrichten ({0}s),メッセージ送信制限 ({0}秒),메시지 전송 제한 ({0}초),Muitas mensagens ({0}s),Demasiados mensajes ({0}s),Çok fazla mesaj ({0}sn),Troppi messaggi ({0}s)
UI.Chat.NoClanTitle,لا توجد عشيرة,No Clan,Aucun clan,Kein Clan,クランなし,클랜 없음,Sem clã,Sin clan,Klan Yok,Nessun clan
UI.Chat.NoClanWarning,انضم إلى عشيرة لاستخدام دردشة العشيرة.,Join a clan to use clan chat.,Rejoignez un clan pour utiliser le chat de clan.,"Tritt einem Clan bei, um den Clan-Chat zu nutzen.",クランチャットを使うにはクランに参加してください。,클랜 채팅을 사용하려면 클랜에 가입하세요.,Entre em um clã para usar o chat do clã.,Únete a un clan para usar el chat del clan.,Klan sohbetini kullanmak için bir klana katıl.,Unisciti a un clan per usare la chat del clan.
UI.Chat.Placeholder,اكتب رسالة...,Send a message...,Envoyer un message...,Nachricht senden...,メッセージを入力...,메시지 입력...,Escreva uma mensagem...,Escribe un mensaje...,Mesaj yaz...,Scrivi un messaggio...
UI.Chat.Title,الدردشة العامة,World Chat,Chat Mondial,Welt-Chat,ワールドチャット,월드 채팅,Chat Mundial,Chat Mundial,Genel Sohbet,Chat Mondiale
UI.Chat.WorldTab,العالم,World,Monde,Welt,ワールド,월드,Mundo,Mundo,Dünya,Mondo
UI.Chest.BundleOffer,عرض حزمة الصناديق,Chest Bundle Offer,Offre de lot de coffres,Truhenpaket-Angebot,チェストパックオファー,상자 묶음 특가,Oferta de pacote de baús,Oferta de paquete de cofres,Sandık Paketi Fırsatı,Offerta pacchetto forzieri
UI.Chest.BundleOfferTitle,حزمة صناديق {0},{0} Chest Bundle,Lot de coffres {0},{0}-Truhenpaket,{0}チェストパック,{0} 상자 묶음,Pacote de baús {0},Paquete de cofres {0},{0} Sandık Paketi,Pacchetto forzieri {0}
UI.Chest.Bundles,حزم الصناديق,Chest Bundles,Lots de coffres,Truhenpakete,チェストパック,상자 묶음,Pacotes de baús,Paquetes de cofres,Sandık Paketleri,Pacchetti di forzieri
UI.Chest.ChancePerItem,فرصة لكل عنصر,Chance per item,Chance par objet,Chance pro Gegenstand,アイテムごとの確率,아이템당 확률,Chance por item,Probabilidad por objeto,Öğe başına şans,Probabilità per oggetto
UI.Chest.Contains,يحتوي على {0},Contains {0},Contient {0},Enthält {0},{0}が出現,{0} 획득 가능,Contém {0},Contiene {0},İçinden {0} çıkar,Contiene {0}
UI.Chest.ContainsFull,يحتوي على {0} من العباءات والرفاق,Contains {0} cloak and companion,Contient {0} cape et compagnon,Enthält {0} Umhang und Begleiter,{0}のクロークとコンパニオンが出現,{0} 망토와 동료 포함,Contém {0} capa e companheiro,Contiene {0} capa y compañero,İçinden {0} pelerin ve yoldaş çıkar,Contiene {0} mantello e compagno
UI.Chest.OpenAll,افتح الكل,Open all,Tout ouvrir,Alle öffnen,すべて開く,모두 열기,Abrir tudo,Abrir todo,Tümünü aç,Apri tutto
UI.Chest.PityInfo,عند امتلاء العداد، تكون فتحتك التالية مضمونة بعنصر بأعلى ندرة.,"When the counter is full, your next open is guaranteed a top-rarity item.","Quand la jauge est pleine, votre prochaine ouverture garantit un objet de rareté supérieure.","Ist die Anzeige voll, garantiert dein nächstes Öffnen einen Gegenstand höchster Seltenheit.",カウンターが満タンになると、次回の開封で最高レア度のアイテムが確定します。,카운터가 가득 차면 다음 개봉에서 최고 등급 아이템이 확정됩니다.,"Quando o contador está cheio, sua próxima abertura garante um item de raridade máxima.","Cuando el contador está lleno, tu próxima apertura garantiza un objeto de rareza máxima.",Sayaç dolduğunda bir sonraki açılışın garanti üst nadirlikte item verir.,"Quando il contatore è pieno, la tua prossima apertura garantisce un oggetto di rarità massima."
UI.Chest.PityRemaining,احصل على {0} خلال {1} فتحة,Get {0} in {1} opens,Obtenez {0} en {1} ouvertures,{0} in {1} Öffnungen garantiert,あと{1}回で{0}確定,{1}회 열면 {0} 확정,Ganhe {0} em {1} aberturas,Consigue {0} en {1} aperturas,{1} açılışta {0} garanti,Ottieni {0} in {1} aperture
UI.Chest.SoftCurrency,عملة,Currency,Monnaie,Währung,通貨,재화,Moeda,Moneda,Para Birimi,Valuta
UI.Chest.TapToOpen,اضغط للفتح,Tap to open,Appuyez pour ouvrir,Zum Öffnen tippen,タップして開く,탭하여 열기,Toque para abrir,Toca para abrir,Açmak için dokun,Tocca per aprire
UI.Chest.Title,صندوق,Chest,Coffre,Truhe,チェスト,상자,Baú,Cofre,Sandık,Forziere
UI.Chest.UnlocksCloak,يفتح ميزة العباءة!,Unlocks the Cloak feature!,Débloque la fonctionnalité Cape !,Schaltet das Umhang-Feature frei!,クロークが解放される！,망토 기능이 해제됩니다!,Desbloqueia o recurso de capa!,¡Desbloquea la función de capa!,Pelerin özelliğini açar!,Sblocca la funzione Mantello!
UI.Clan.ClanRequestCard.Deny,,Deny,,,,,,,,
UI.Clan.ClanSearchCard.Accept,,Accept,,,,,,,,
UI.Clan.ClanSearchCard.Join,,Join,,,,,,,,
UI.Clan.ClanSearchCard.Members,,Members,,,,,,,,
UI.Clan.ClanSearchCard.Request,,Request,,,,,,,,
UI.Clan.ClanSearchCard.Requested,,Requested,,,,,,,,
UI.Companion.AutoOff,أوتو\nإيقاف,AUTO\nOFF,AUTO\nOFF,AUTO\nAUS,オート\nOFF,오토\nOFF,AUTO\nOFF,AUTO\nOFF,OTO\nKAPALI,AUTO\nOFF
UI.Companion.AutoOn,أوتو\nتشغيل,AUTO\nON,AUTO\nON,AUTO\nAN,オート\nON,오토\nON,AUTO\nON,AUTO\nON,OTO\nAÇIK,AUTO\nON
UI.Companion.QuickEquip,تجهيز سريع,Quick Equip,Équiper Rapide,Schnell ausrüsten,クイック装備,빠른 장착,Equipar Rápido,Equipar Rápido,Hızlı Kuşan,Equipaggia Rapido
UI.Companion.SummonX,استدعاء x{0},Summon x{0},Invoquer x{0},Beschwören x{0},召喚 x{0},소환 x{0},Invocar x{0},Invocar x{0},Çağır x{0},Evoca x{0}
UI.Companion.Title,الرفاق,Companions,Compagnons,Begleiter,仲間,동료,Companheiros,Compañeros,Yoldaşlar,Compagni
UI.Companion.UpgradeAll,ترقية الكل,Upgrade All,Tout Améliorer,Alle verbessern,全て強化,전체 강화,Melhorar Tudo,Mejorar Todo,Hepsini Yükselt,Potenzia Tutto
UI.Damage.Block,صد!,Block!,Bloqué !,Geblockt!,ブロック!,방어!,Bloqueado!,¡Bloqueado!,Blok!,Bloccato!
UI.Dungeon.AdLoading,جاري التحميل...,Loading...,Chargement...,Lädt...,読み込み中...,로딩 중...,Carregando...,Cargando...,Yükleniyor...,Caricamento...
UI.Dungeon.AdWatch,مشاهدة,Watch,Regarder,Ansehen,視聴,시청,Assistir,Ver,İzle,Guarda
UI.Dungeon.Description,يتم استهلاك المفاتيح فقط عند إكمال الزنزانة.,Keys are only consumed when you complete the dungeon.,Les clés ne sont consommées que lorsque tu termines le donjon.,"Schlüssel werden nur verbraucht, wenn du das Verlies abschließt.",鍵はダンジョンをクリアした時のみ消費されます。,열쇠는 던전을 완료할 때만 소모됩니다.,As chaves só são consumidas ao completar a masmorra.,Las llaves solo se consumen al completar la mazmorra.,Anahtarlar yalnızca zindanı tamamladığında tüketilir.,Le chiavi vengono consumate solo al completamento del dungeon.
UI.Dungeon.EnterButton,دخول,Enter,Entrer,Betreten,入場,입장,Entrar,Entrar,Gir,Entra
UI.Dungeon.ExitButton,خروج,Exit,Quitter,Verlassen,退出,나가기,Sair,Salir,Ayrıl,Esci
UI.Dungeon.InProgress,زنزانة قيد التقدم,Dungeon in progress,Donjon en cours,Verlies läuft,ダンジョン進行中,던전 진행 중,Masmorra em andamento,Mazmorra en curso,Zindan devam ediyor,Dungeon in corso
UI.Dungeon.LeaveInfo,الخروج لا يستهلك المفاتيح,Exit does not consume keys,Quitter ne consomme pas de clés,Verlassen verbraucht keine Schlüssel,退出しても鍵は消費されません,나가기는 열쇠를 소모하지 않습니다,Sair não consome chaves,Salir no consume llaves,Ayrılmak anahtar tüketmez.,Uscire non consuma chiavi
UI.Dungeon.ReplenishingIn,التجديد خلال: {0},Replenishing in: {0},Recharge dans : {0},Aufladung in: {0},回復まで: {0},재충전까지: {0},Recarrega em: {0},Recarga en: {0},Yenilenmeye: {0},Ricarica tra: {0}
UI.Dungeon.SweepButton,إعادة\nتنظيف,Sweep Last,Rejouer\nDernier,Letztes\nwiederholen,前回\n再戦,이전\n재도전,Repetir\nÚltima,Repetir\nÚltima,Tekrar\nTemizle,Ripeti\nUltimo
UI.Dungeon.Title,الزنزانات,Dungeons,Donjons,Verliese,ダンジョン,던전,Masmorras,Mazmorras,Zindanlar,Dungeon
UI.Enchantment.SummonX,استدعاء x{0},Summon x{0},Invoquer x{0},Beschwören x{0},召喚 x{0},소환 x{0},Invocar x{0},Invocar x{0},Çağır x{0},Evoca x{0}
UI.EventBlocker.BattleInProgress,معركة قيد التقدم,Battle in Progress,Combat en cours,Kampf läuft,バトル進行中,전투 진행 중,Batalha em andamento,Batalla en curso,Savaş Devam Ediyor,Battaglia in corso
UI.EventBlocker.ExitButton,خروج,Exit,Quitter,Verlassen,退出,나가기,Sair,Salir,Çıkış,Esci
UI.Events.BossRush,اندفاع الزعماء,Boss Rush,Assaut des Boss,Boss-Ansturm,ボスラッシュ,보스 러쉬,Caçada aos Chefes,Asalto de Jefes,Boss Akını,Assalto Boss
UI.Events.Coop,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op,Co-Op
UI.Events.PvP,PvP,PvP,PvP,PvP,PvP,PvP,PvP,PvP,PvP,PvP
UI.Events.ReplenishIn,التجديد خلال: {0},Replenishing in: {0},Recharge dans : {0},Aufladung in: {0},回復まで: {0},재충전까지: {0},Recarrega em: {0},Recarga en: {0},Yenilenmeye: {0},Ricarica tra: {0}
UI.Events.Title,الفعاliات,Events,Événements,Events,イベント,이벤트,Eventos,Eventos,Etkinlikler,Eventi
UI.Forge.Loot,جمع,Loot,Récolter,Einsammeln,回収,획득,Coletar,Recoger,Topla,Raccogli
UI.Gameplay.BossRushTitle,الزعيم #{0}: {1},Boss #{0}: {1},Boss #{0} : {1},Boss #{0}: {1},ボス #{0}: {1},보스 #{0}: {1},Chefe #{0}: {1},Jefe #{0}: {1},Boss #{0}: {1},Boss #{0}: {1}
UI.Gameplay.DungeonDifficulty,الصعوبة {0}-{1},Difficulty {0}-{1},Difficulté {0}-{1},Schwierigkeit {0}-{1},難易度 {0}-{1},난이도 {0}-{1},Dificuldade {0}-{1},Dificultad {0}-{1},Zorluk {0}-{1},Difficoltà {0}-{1}
UI.LevelTransition.Defeat,خسرت المعركة!,You lost the battle!,Tu as perdu le combat !,Du hast den Kampf verloren!,バトルに敗北しました!,전투에서 패배했습니다!,Você perdeu a batalha!,¡Has perdido la batalla!,Savaşı kaybettin!,Hai perso la battaglia!
UI.LevelTransition.ReturningTo,العودة إلى {0},Returning to {0},Retour à {0},Rückkehr zu {0},{0}に戻る,{0}(으)로 돌아가는 중,Voltando para {0},Volviendo a {0},Geri dönülüyor: {0},Ritorno a {0}
UI.Mining.MaxPickaxeIncrease,زيادة الحد الأقصى لتخزين الفأس +{0},Increase Maximum Pickaxe Storage +{0},Stockage maximum de pioches +{0},Maximaler Spitzhacken-Speicher +{0},ツルハシ最大所持数 +{0},최대 곡괭이 보관량 +{0},Armazenamento máximo de picaretas +{0},Almacenamiento máximo de picos +{0},Maksimum Kazma Kapasitesi +{0},Stoccaggio massimo di picconi +{0}
UI.Mining.OfferTitle,عرض التعدين,Mining Offer,Offre minière,Bergbau-Angebot,採掘オファー,채굴 오퍼,Oferta de Mineração,Oferta de Minería,Madencilik Teklifi,Offerta Mineraria
UI.Mining.OfferTitleLarge,عرض التعدين الكبير,Large Mining Offer,Grande offre minière,Großes Bergbau-Angebot,大型採掘オファー,대형 채굴 오퍼,Grande Oferta de Mineração,Gran Oferta de Minería,Büyük Madencilik Teklifi,Grande Offerta Mineraria
UI.Redeem.Button,استخدام,Redeem,Utiliser,Einlösen,引き換える,입력,Resgatar,Canjear,Kullan,Riscatta
UI.Redeem.Placeholder,أدخل الرمز,Enter code,Saisir le code,Code eingeben,コードを入力,코드 입력,Digite o código,Introduce el código,Kodu gir,Inserisci il codice
UI.Redeem.Success,تم استخدام الرمز!,Code redeemed!,Code utilisé !,Code eingelöst!,コードを引き換えました！,코드를 사용했습니다!,Código resgatado!,¡Código canjeado!,Kod kullanıldı!,Codice riscattato!
UI.Redeem.Title,استخدام الرمز,Redeem Code,Utiliser un code,Code einlösen,コードを引き換える,코드 입력,Resgatar código,Canjear código,Kod Kullan,Riscatta codice
UI.Store.Boosters.1.5EXP.InfoTitle,معزز خبرة x1.5,x1.5 Exp Boost,Boost Exp x1.5,EP-Boost x1.5,EXPブースト x1.5,EXP 부스트 x1.5,Boost EXP x1.5,Boost EXP x1.5,1.5x Exp Kazan,Boost EXP x1.5
UI.Store.Boosters.2EXP.InfoTitle,معزز خبرة x2,x2 Exp Boost,Boost Exp x2,EP-Boost x2,EXPブースト x2,EXP 부스트 x2,Boost EXP x2,Boost EXP x2,2x Exp Kazan,Boost EXP x2
UI.Store.Boosters.Description,المعززات تتراكم بالضرب,Boosters stack multiplicatively,Les boosters se cumulent multiplicativement,Booster stapeln multiplikativ,ブースターは乗算で重複します,부스터는 곱연산으로 중첩됩니다,Os boosters se acumulam de forma multiplicativa,Los boosters se acumulan multiplicativamente,Güçlendiriciler katlanarak birikir.,I booster si accumulano in modo moltiplicativo
